show_id,category,title,director,cast,country,release_date,rating,duration,type,description,release_year,release_month,duration_value,duration_unit
s3332,Movie,kd (a) karuppudurai,madhumita,"mu ramaswamy, naga vishal, yog japee, ganesan kaliamoorthy, guna babu",india,2020-01-21,TV-14,116 min,"comedies, dramas, independent movies","as his children plot his death to claim their inheritance, an aging patriarch leaves home, befriending a spunky boy who adds direction to his life.",2020,1,116,min
s3333,Movie,keith richards: under the influence,morgan neville,keith richards,united states,2015-09-18,TV-14,82 min,"documentaries, music & musicals","in a documentary with unparalleled access, discover the people and sounds that inspired rock 'n' roll legend keith richards from childhood to today.",2015,9,82,min
s3334,TV Show,ken burns presents: college behind bars: a film by lynn novick and produced by sarah botstein,lynn novick,david attenborough,united states,2020-03-15,TV-MA,1 Season,docuseries,"this docuseries follows several incarcerated people as they pursue a college degree through the bard prison initiative, a rigorous education program.",2020,3,1,Season
s3335,TV Show,ken burns: the civil war,ken burns,"sam waterston, julie harris, jason robards, morgan freeman, paul roebling, garrison keillor, george black, david mccullough, arthur miller, christopher murney, charles mcdowell, horton foote, george plimpton, philip bosco, terry courier, jody powell, studs terkel",united states,2017-02-22,TV-14,1 Season,docuseries,"ken burns's documentary depicts the action of famous civil war battles, and relates the stories of soldiers, generals and a beleaguered president.",2017,2,1,Season
s3336,TV Show,ken burns: the roosevelts: an intimate history,ken burns,david attenborough,united states,2017-02-22,TV-PG,1 Season,docuseries,"award-winning documentarian burns profiles three members of one of america's premier political families: theodore, franklin and eleanor roosevelt.",2017,2,1,Season
s3337,TV Show,ken burns: the west,"raúl campos, jan suter",peter coyote,united states,2017-03-14,TV-PG,1 Season,docuseries,historian ken burns and his team bring to life the challenges americans faced in the 19th century as they embarked on westward expansion.,2017,3,1,Season
s3338,Movie,"ken jeong: you complete me, ho",jon m. chu,ken jeong,united states,2019-02-14,TV-MA,62 min,stand-up comedy,"in his first-ever stand-up special, ken jeong pays tribute to his wife and shares stories about hollywood and how ""the hangover"" saved his life.",2019,2,62,min
s3339,TV Show,kengan ashura,"raúl campos, jan suter","tatsuhisa suzuki, cho, jouji nakata, yumi uchiyama, hayato kaneko, tetsu inada, yasuyuki kase, junya enoki, daisuke namikawa, ryuzo hasuike","united states, japan",2019-10-31,TV-MA,2 Seasons,"anime series, international tv shows","ohma tokita enters a hidden world where corporate disputes are settled in brutal gladiator bouts. forget the money, he just wants to fight – and win.",2019,10,2,Seasons
s3340,Movie,kenny sebastian: the most interesting person in the room,angshuman ghosh,kenny sebastian,india,2020-05-29,TV-MA,68 min,stand-up comedy,"fusing his musical and stand-up chops, kenny sebastian gets analytical about frumpy footwear, flightless birds and his fear of not being funny enough.",2020,5,68,min
s3341,TV Show,kevin hart: don’t f**k this up,"raúl campos, jan suter",david attenborough,united states,2019-12-27,TV-MA,1 Season,docuseries,"amid turmoil in his career and marriage, comedian and film star kevin hart opens up about his personal breakthroughs as he navigates crises and fame.",2019,12,1,Season
s3342,Movie,kevin hart: i'm a grown little man,shannon hartman,kevin hart,united states,2020-01-30,TV-MA,62 min,stand-up comedy,"stand-up comedy star kevin hart delivers his unique perspective on work, race, family and friends with this laugh-riot comedy show.",2020,1,62,min
s3343,Movie,kevin hart: irresponsible,leslie small,kevin hart,united states,2019-04-02,TV-MA,60 min,stand-up comedy,"as a father of three on his second marriage, kevin hart proves that being him is indeed a tall order in a fresh special inspired by his own mistakes.",2019,4,60,min
s3344,Movie,kevin hart: laugh at my pain,"leslie small, tim story",kevin hart,united states,2018-10-01,R,89 min,stand-up comedy,"sometimes edgy and always hilarious, comedian kevin hart shines in this theatrical version of his record-breaking 2011 live tour.",2018,10,89,min
s3345,Movie,kevin hart: let me explain,"leslie small, tim story",kevin hart,united states,2018-07-13,R,75 min,stand-up comedy,"philadelphia funnyman kevin hart takes the stage in front of a sold-out crowd at madison square garden, part of his hit ""let me explain"" world tour.",2018,7,75,min
s3346,Movie,kevin hart: seriously funny,shannon hartman,kevin hart,united states,2018-10-01,TV-MA,67 min,stand-up comedy,"with his unique hip-hop style delivery, african american stand-up comedian kevin hart expounds on life at a sold-out concert performance.",2018,10,67,min
s3347,Movie,kevin hart: what now?,leslie small,"kevin hart, don cheadle, halle berry, ed helms, david meunier",united states,2017-04-11,R,96 min,stand-up comedy,"frenetic comic kevin hart hits philadelphia and dishes on suburban wildlife, jean shorts and the fine art of getting even with a 7-year-old.",2017,4,96,min
s3348,Movie,kevin hart: zero f**ks given,leslie small,kevin hart,united states,2020-11-17,TV-MA,70 min,stand-up comedy,"kevin hart serves up laughs and brick oven pizza from the comfort of his home, and dishes on male group chats, sex after 40 and life with covid-19.",2020,11,70,min
s3349,Movie,kevin hart's guide to black history,tom stern,"kevin hart, saniyya sidney, lil rel howery, eoghan thomas murphy, tiffany haddish, al shearer, lonnie chavis, alphonso mcauley, nika williams, barry brewer, greg germann, john ennis, jay johnston",united states,2019-02-08,TV-PG,63 min,"children & family movies, comedies",kevin hart highlights the fascinating contributions of black history’s unsung heroes in this entertaining – and educational – comedy special.,2019,2,63,min
s3350,Movie,kevin james: never don't give up,andy fickman,kevin james,united states,2018-04-24,TV-PG,62 min,stand-up comedy,"kevin james makes his long-awaited return to stand-up in this family-friendly special, dishing on fatherhood, fans, his disdain for allergies and more.",2018,4,62,min
s3351,Movie,kevin james: sweat the small stuff,paul miller,kevin james,united states,2019-02-20,TV-PG,42 min,stand-up comedy,the film and television star riffs on life's many royal pains in this hourlong special taped at new york city's hudson theatre in 2001.,2019,2,42,min
s3352,Movie,kevyn aucoin: beauty & the beast in me,lori kaye,"kevyn aucoin, cindy crawford, naomi campbell, gwyneth paltrow, andie macdowell, paulina porizkova, amber valletta",united states,2019-01-01,TV-MA,90 min,"documentaries, lgbtq movies",makeup artist kevyn aucoin worked with top supermodels in the 1980s and 1990s. personal videos merged with interviews provide a peek into his life.,2019,1,90,min
s3353,TV Show,khaani,"raúl campos, jan suter","feroze khan, sana javed, mehmood aslam, saman ansari, qavi khan, salma hasan, rashid farooqi, muhammad mubarik ali",pakistan,2019-08-01,TV-14,1 Season,"crime tv shows, international tv shows, romantic tv shows","after a rich politician's son kills a young woman's brother, an unlikely romantic connection complicates her pursuit of justice.",2019,8,1,Season
s3354,Movie,khalnayak,subhash ghai,"sanjay dutt, madhuri dixit, jackie shroff, anupam kher, rakhee gulzar, pramod moutho, ramya krishnan, sushmita mukherjee, neena gupta, a.k. hangal",india,2018-03-01,TV-14,170 min,"action & adventure, dramas, international movies",a prison guard goes undercover as a dancer to try and recapture an escaped criminal and restore her police inspector boyfriend's reputation.,2018,3,170,min
s3355,TV Show,khan: no. 1 crime hunter,"raúl campos, jan suter",rajesh sharma,india,2018-05-01,TV-14,1 Season,"crime tv shows, international tv shows, tv comedies","from fake marriages to online shopping fraud, a whip-smart police officer investigates truly baffling cons that were inspired by true stories.",2018,5,1,Season
s3356,TV Show,khelti hai zindagi aankh micholi,"raúl campos, jan suter","ulka gupta, gautami kapoor, reema shaikh, vinay jain, manav gohil, helly shah",india,2017-04-01,TV-14,1 Season,"international tv shows, tv dramas","the life of a 14-year-old girl is thrown into turmoil when her father dies, forcing her mother to make hard choices for their family.",2017,4,1,Season
s3357,Movie,khido khundi,rohit jugraj,"ranjit bawa, mandy takhar, manav vij, elnaaz norouzi, mahavir bhullar, guggu gill, seema kaushal, sukhbir singh",india,2018-10-01,TV-14,151 min,"dramas, international movies, sports movies",an embittered former hockey star must engage with the sport again to help his brother assemble a team for a momentous match against the british.,2018,10,151,min
s3358,Movie,khoobsurat,shashanka ghosh,"sonam kapoor, fawad khan, kiron kher, ratna pathak shah, amir raza hussain, ashok banthia, kaizaad kotwal, rishabh chaddha",india,2018-10-01,TV-14,121 min,"comedies, international movies, romantic movies",a free-spirited doctor is hired to assist an injured king and winds up challenging his family's tradition-bound lifestyle as she falls for his son.,2018,10,121,min
s3359,Movie,khoon khoon,mohammed hussain,"danny denzongpa, mahendra sandhu, rekha, faryal, helen, jagdeep",india,2017-09-01,TV-14,132 min,"action & adventure, international movies","as a crazed killer blazes a trail of blood through an anxious city, a hardened cop aims to take him down by any means in this remake of “dirty harry.”",2017,9,132,min
s3360,Movie,khosla ka ghosla,dibakar banerjee,"anupam kher, boman irani, parvin dabas, tara sharma, navin nischol, kiran juneja, ranvir shorey, vinod nagpal, vinay pathak, nitish pandey",india,2018-08-02,TV-14,124 min,"comedies, dramas, international movies",a cranky control freak must rely on his comically dysfunctional family to pull off a scam on a greedy land shark who's stolen his prized property.,2018,8,124,min
s3361,TV Show,khotey sikkey,"raúl campos, jan suter","vikas kumar, hassan zaidi, sukhmani sadana, puru chibber, dilkhush, mark farokh parakh",india,2018-03-15,TV-14,1 Season,"crime tv shows, international tv shows, tv dramas",five affluent youths find a new sense of purpose as they team up with a mumbai police officer on crime-busting missions around the city.,2018,3,1,Season
s3362,Movie,khubsoorat,hrishikesh mukherjee,"ashok kumar, rekha, rakesh roshan, shashikala, aradhana, dina pathak, david abraham, s.n. banerjee, keshto mukherjee",india,2019-12-31,TV-PG,120 min,"classic movies, comedies, dramas",a strict matriarch's regimented household is upended by the arrival of a spunky relative who challenges the rules.,2019,12,120,min
s3363,Movie,khushi,"surya s.j., sunil kumar agrawal","fardeen khan, kareena kapoor, amrish puri, navin nischol, beena, anup soni, johnny lever, sharat saxena, amitabh bachchan, sakshi shivanand",india,2018-03-01,TV-14,157 min,"comedies, international movies, music & musicals","while playing matchmaker to a pair of their friends, two young university students begin developing feelings for each other.",2018,3,157,min
s3364,Movie,kia and cosmos,sudipto roy,"ritwika pal, swastika mukherjee, joy sengupta",india,2019-05-01,TV-14,124 min,"dramas, independent movies, international movies",a 15-year-old girl with autism attempts to write a mystery novel based on her hunt for the killer of a neighborhood cat.,2019,5,124,min
s3365,TV Show,kibaoh klashers,"raúl campos, jan suter","ben diskin, cherami leigh, dakota basseri, keith silverstein, johnny yong bosch, lucien dodge, jamie simone, nicolas roye, robbie daymond, michael sorich",china,2017-10-06,TV-Y7,2 Seasons,kids' tv,"young beetle dylan and his friends hailey and ollie team up to compete against tough opponents in the exciting, high-octane sport of battle blading.",2017,10,2,Seasons
s3366,Movie,kickboxer: retaliation,dimitri logothetis,"alain moussi, jean-claude van damme, mike tyson, christopher lambert, sara malakul lane, hafþór júlíus björnsson, sam medina, steven swadling",united states,2018-04-26,R,110 min,action & adventure,"sloan's vow to never return to thailand is cut short when he's kidnapped and taken to a thai prison, where he's forced to fight a 400-pound brute.",2018,4,110,min
s3367,Movie,kickboxer: vengeance,john stockwell,"alain moussi, jean-claude van damme, dave bautista, gina carano, georges st-pierre, sara malakul lane, matthew ziff, t.j. storm, fabricio werdum, cain velasquez",united states,2016-12-08,TV-MA,90 min,action & adventure,"after a skilled fighter falls in the ring, his younger brother emerges from the shadows to train and get revenge against a brutal champion.",2016,12,90,min
